page_num,table_index,table_row_index,classification,col_count,col_count_flag,col_00,col_01,col_02,col_03,col_04,col_05,col_06,col_00_raw_repr
1,0,26,ACCEPTED,7,OK,23-409,RFSQ,Survey and Geomatic Services,10-Jan-25,Global Rayomac Surveying and Engineering Ltd.,,No,'23-409'
1,0,27,ACCEPTED,7,OK,24-046,Co-Operative Procurement,Supply and Delivery of Canoe Services - Leasing of Print Shop,10-Jan-25,Xerox Canada,"$ 2 92,203",Yes,'24-046'
1,0,28,ACCEPTED,7,OK,24-086,RFP,Supply and Delivery of Heat Pumps for the Lulu Island WWTP Effluent Heat Recovery and Boiler Project,13-Jan-25,Trane Canada ULC,"$ 709,970",Yes,'24-086'
1,0,29,ACCEPTED,7,OK,24-086,RFP,Supply and Delivery of Heat Pumps for the Lulu Island WWTP Effluent Heat Recovery and Boiler Project,13-Jan-25,Energia Supply Ltd.,,No,'24-086'
1,0,30,ACCEPTED,7,OK,24-576,SS/NOIC,Properties Interest Information Management System Maintenance and Licenses,15-Jan-25,ENKON Information Systems Inc.,"$ 1 89,410",Yes,'24-576'
1,0,31,ACCEPTED,7,OK,24-185,RFP,Iona WWTP Digester #2 Cleaning Services,15-Jan-25,GFL Environmental Services Inc.,"$ 7 37,302",Yes,'24-185'
1,0,32,ACCEPTED,7,OK,24-046,Co-Operative Procurement,Supply and Delivery of Canoe Services - Splunk Enterprise Annual Subscription renewal,16-Jan-25,CDW Canada Corporation,"$ 80,802",Yes,'24-046'
1,0,33,ACCEPTED,7,OK,24-046,Co-Operative Procurement,Supply and Delivery of Canoe Services - Adobe Creative Cloud licenses Renewal,16-Jan-25,CDW Canada Corporation,"$ 87,250",Yes,'24-046'
1,0,34,ACCEPTED,7,OK,24-484,RFP,Fraser River Environemental Monitoring Program – 2025 Water Monitoring,16-Jan-25,WSP Canada Inc.,"$ 9 50,000",Yes,'24-484'
1,0,35,ACCEPTED,7,OK,24-484,RFP,Fraser River Environemental Monitoring Program – 2025 Water Monitoring,16-Jan-25,Ausenco Engineering Canada Inc.,,No,'24-484'
1,0,36,ACCEPTED,7,OK,24-484,RFP,Fraser River Environemental Monitoring Program – 2025 Water Monitoring,16-Jan-25,Triton Environmental Consultants,,No,'24-484'
1,0,37,ACCEPTED,7,OK,23-205,RFP,Supply and Delivery of One E-House & Switchgear for Harbour Pump Station Power Distribution System Replacement,21-Jan-25,RIC Power Corp.,"$ 1 ,361,650",Yes,'23-205'
1,0,38,ACCEPTED,7,OK,23-205,RFP,Supply and Delivery of One E-House & Switchgear for Harbour Pump Station Power Distribution System Replacement,21-Jan-25,Crown Technical Systems,,No,'23-205'
1,0,39,ACCEPTED,7,OK,24-026,ITT,Electrical Installation and Commissioning for Scum Dipper PLC Replacement at LuLu Island Wastewater Treatment Plant (LIWWTP),21-Jan-25,J A Electric Inc.,"$ 1 62,775",Yes,'24-026'
1,0,40,ACCEPTED,7,OK,24-026,ITT,Electrical Installation and Commissioning for Scum Dipper PLC Replacement at LuLu Island Wastewater Treatment Plant (LIWWTP),21-Jan-25,Ross Morrison Electrical Ltd.,,No,'24-026'
2,0,1,ACCEPTED,7,OK,24-026,ITT,Electrical Installation and Commissioning for Scum Dipper PLC Replacement at LuLu Island Wastewater Treatment Plant (LIWWTP),21-Jan-25,Gifford Electric Ltd.,,No,'24-026'
2,0,2,ACCEPTED,7,OK,24-046,Co-Operative Procurement,Supply and Delivery of Canoe Services - Vehicle GPS / Telematics Services,21-Jan-25,AdvantageOne Technology Inc.,"$ 1 ,450,000",Yes,'24-046'
2,0,3,ACCEPTED,7,OK,24-151,RFP,Supply and Delivery of Transformers for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,22-Jan-25,Boundary Electric (1985) Ltd.,"$ 6 80,098",Yes,'24-151'
2,0,4,ACCEPTED,7,OK,24-151,RFP,Supply and Delivery of Transformers for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,22-Jan-25,Wesco Distribution Canada Co.,,No,'24-151'
2,0,5,ACCEPTED,7,OK,24-151,RFP,Supply and Delivery of Transformers for Standby Power System for the Iona Island Wastewater Treatment Plant (IIWWTP) Projects,22-Jan-25,Raelkon Teams,,No,'24-151'
2,0,6,ACCEPTED,7,OK,24-555,SS/NOIC,Rogers Relocation for the Connection,22-Jan-25,Rogers Communications Canada Inc.,"$ 1 75,508",Yes,'24-555'
2,0,7,ACCEPTED,7,OK,24-443,SS/NOIC,Consulting Services For District Energy Business Case,23-Jan-25,Reshape Infrastructure Strategies,"$ 1 00,000",Yes,'24-443'
2,0,8,ACCEPTED,7,OK,24-436,RFP,Sasamat Reservoir Refurbishment,24-Jan-25,JACOB BROS. CONSTRUCTION INC.,"$ 2 ,798,205",Yes,'24-436'
2,0,9,ACCEPTED,7,OK,23-281,RFP,Supply and Delivery of One Standby Diesel Generator and Switchgear,24-Jan-25,Finning International Inc.,"$ 3 ,550,104",Yes,'23-281'
2,0,10,ACCEPTED,7,OK,23-281,RFP,Supply and Delivery of One Standby Diesel Generator and Switchgear,24-Jan-25,Cullen Diesel Power Ltd.,,No,'23-281'
2,0,11,ACCEPTED,7,OK,23-281,RFP,Supply and Delivery of One Standby Diesel Generator and Switchgear,24-Jan-25,Wesco Distribution Canada Co.,,No,'23-281'
2,0,12,ACCEPTED,7,OK,23-281,RFP,Supply and Delivery of One Standby Diesel Generator and Switchgear,24-Jan-25,Cummins Sales and Service,,No,'23-281'
2,0,13,ACCEPTED,7,OK,21-457,RFQ,Northshore Wastewater Treatment Plant (NSWWTP) Project - C2,27-Jan-25,PCL Constructors Westcoast Inc.,"$ 1 ,953,651,035",Yes,'21-457'
2,0,14,ACCEPTED,7,OK,24-182,RFP-MA,Design Consulting Services - for CAM (MLP and LRB/LHS),27-Jan-25,E. Lees & Associates Consulting Ltd.,"$ 1 ,000,000",Yes,'24-182'
2,0,15,ACCEPTED,7,OK,24-182,RFP-MA,Design Consulting Services - for CAM (MLP and LRB/LHS),27-Jan-25,Hapa Landscape Architecture,,Yes,'24-182'
2,0,16,ACCEPTED,7,OK,24-182,RFP-MA,Design Consulting Services - for CAM (MLP and LRB/LHS),27-Jan-25,ISL Engineering & Land Services Ltd.,,Yes,'24-182'
2,0,17,ACCEPTED,7,OK,24-182,RFP-MA,Design Consulting Services - for CAM (MLP and LRB/LHS),27-Jan-25,R.F. Binnie & Associates,,Yes,'24-182'
2,0,18,ACCEPTED,7,OK,24-182,RFP-MA,Design Consulting Services - for CAM (MLP and LRB/LHS),27-Jan-25,VDZ+A Consulting Inc.,,Yes,'24-182'
2,0,19,ACCEPTED,7,OK,25-033,Co-Operative Procurement,Supply and Delivery of Lubricants,28-Jan-25,PETRO CANADA LUBRICATIONS INC.,"$ 4 50,000",Yes,'25-033'
2,0,20,ACCEPTED,7,OK,24-256,RFP,Northwest Langley WWTP TF Bypass Gate Replacement,28-Jan-25,Mitchell Installations Ltd.,"$ 4 39,579",Yes,'24-256'
2,0,21,ACCEPTED,7,OK,24-256,RFP,Northwest Langley WWTP TF Bypass Gate Replacement,28-Jan-25,Pomerleau Inc.,,No,'24-256'
2,0,22,ACCEPTED,7,OK,24-256,RFP,Northwest Langley WWTP TF Bypass Gate Replacement,28-Jan-25,Clearway Construction Inc.,,No,'24-256'
2,0,23,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Tetra Tech Canada Inc.,"$ 5 ,000,000",Yes,'23-353'
2,0,24,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,QCA Systems Ltd.,,Yes,'23-353'
2,0,25,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,BBA Engineering Ltd.,,Yes,'23-353'
2,0,26,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Stantec Consulting Ltd.,,Yes,'23-353'
2,0,27,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Clean Energy Consulting Inc.,,Yes,'23-353'
2,0,28,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Carollo Engineers Canada Ltd.,,No,'23-353'
2,0,29,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Kerr Wood Leidal Associates Ltd.,,No,'23-353'
2,0,30,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,CIMA Canada Inc.,,No,'23-353'
2,0,31,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,enCompass Electrical Solutions,,No,'23-353'
2,0,32,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Flexcell Engineering,,No,'23-353'
2,0,33,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Automaterra Systems Inc.,,No,'23-353'
2,0,34,ACCEPTED,7,OK,23-353,RFP-MA,"Electrical, Instrumentation and Control (EIC) Engineering Consulting Services for Small Automation Projects",30-Jan-25,Wellingdale Group Inc.,,No,'23-353'
2,0,35,ACCEPTED,7,OK,24-391,RFP,Columbia Forcemain Cured in Place Pipe Rehabilitation - Early Works,31-Jan-25,Michels Canada Co.,"$ 2 00,000",Yes,'24-391'
2,0,36,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,669251 Alberta Ltd,,Yes,'23-262'
2,0,37,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,9D Analytics LLC,,Yes,'23-262'
2,0,38,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Advanteca Consulting Inc,,Yes,'23-262'
2,0,39,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,AMTG Consulting Ltd.,,Yes,'23-262'
2,0,40,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Amy Tsang Landscape Architect,,Yes,'23-262'
2,0,41,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Aqua Libra Consulting Ltd.,,Yes,'23-262'
2,0,42,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ASHO Services Inc.,,Yes,'23-262'
2,0,43,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ausenco Engineering Canada Inc.,,Yes,'23-262'
2,0,44,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Better Projects Incorporated,,Yes,'23-262'
2,0,45,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,BTY Consultancy Group Inc.,,Yes,'23-262'
2,0,46,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Carollo Engineers Canada Ltd.,,Yes,'23-262'
3,0,1,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,CDM Smith,"$ 6 ,000,000",Yes,'23-262'
3,0,2,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Charter Project Delivery Inc.,,Yes,'23-262'
3,0,3,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Colliers Project Leaders Inc.,,Yes,'23-262'
3,0,4,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Collings Johnston Inc.,,Yes,'23-262'
3,0,5,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Core6 Environmental Ltd.,,Yes,'23-262'
3,0,6,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Danax Projects Ltd,,Yes,'23-262'
3,0,7,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Deloitte,,Yes,'23-262'
3,0,8,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,EIC Solutions Ltd.,,Yes,'23-262'
3,0,9,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ella Advisory Services,,Yes,'23-262'
3,0,10,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Emelko Advisory Services,,Yes,'23-262'
3,0,11,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ERM Canada Ltd.,,Yes,'23-262'
3,0,12,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ernst & Young LLP,,Yes,'23-262'
3,0,13,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Excel Advisory Services Ltd.,,Yes,'23-262'
3,0,14,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,EXP Services Inc.,,Yes,'23-262'
3,0,15,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Francl Architecture Inc.,,Yes,'23-262'
3,0,16,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GEI Consultants,,Yes,'23-262'
3,0,17,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Gerin Seismic Design Inc.,,Yes,'23-262'
3,0,18,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GHD Limited,,Yes,'23-262'
3,0,19,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Gregg Korbin,,Yes,'23-262'
3,0,20,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,HHI Services Ltd.,,Yes,'23-262'
3,0,21,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ISL Engineering & Land Services,,Yes,'23-262'
3,0,22,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Jennifer Davies Consulting Ltd.,,Yes,'23-262'
3,0,23,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ken Abraham Consulting,,Yes,'23-262'
3,0,24,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Kerr Wood Leidal Associates Limited,,Yes,'23-262'
3,0,25,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,KPMG LLP,,Yes,'23-262'
3,0,26,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lanarc,,Yes,'23-262'
3,0,27,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,LARIC Capital,,Yes,'23-262'
3,0,28,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lead EPC Consultants Inc.,,Yes,'23-262'
3,0,29,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Legacy Environmental Ltd.,,Yes,'23-262'
3,0,30,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Local Practice Architecture & Design Ltd.,,Yes,'23-262'
3,0,31,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Lucent Quay Consulting Inc.,,Yes,'23-262'
3,0,32,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Maven Consulting Limited,,Yes,'23-262'
3,0,33,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Mott MacDonald Canada,,Yes,'23-262'
3,0,34,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,New Energy Marine Organization (NEMO) Ltd.,,Yes,'23-262'
3,0,35,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,One-Eighty Consulting Group Inc,,Yes,'23-262'
3,0,36,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Platypus Creative Group Communications,,Yes,'23-262'
3,0,37,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,PMA Project Controls Canada ULC,,Yes,'23-262'
3,0,38,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Potentialize Consulting Inc.,,Yes,'23-262'
3,0,39,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,PricewaterhouseCoopers LLP,,Yes,'23-262'
3,0,40,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Project Talent Acquisition Group Inc.,,Yes,'23-262'
3,0,41,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,R.F. Binnie & Associates Ltd.,,Yes,'23-262'
3,0,42,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,RAM Engineering Ltd.,,Yes,'23-262'
3,0,43,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Reshape Infrastructure Strategies Ltd.,,Yes,'23-262'
3,0,44,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ross W Boulanger (sole proprietor),,Yes,'23-262'
3,0,45,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Ryan Ziels,,Yes,'23-262'
3,0,46,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Sedgwick Strategies Inc.,,Yes,'23-262'
3,0,47,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Southpaw Learning Plan,,Yes,'23-262'
3,0,48,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Stratice Consulting Inc.,,Yes,'23-262'
3,0,49,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Tiree Facility Solutions Inc.,,Yes,'23-262'
3,0,50,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Tranmotion Services Ltd.,,Yes,'23-262'
3,0,51,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Trilobite Consulting Limited,,Yes,'23-262'
3,0,52,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,W2 Consulting Ltd.,,Yes,'23-262'
3,0,53,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Westmar Advisors Inc.,,Yes,'23-262'
3,0,54,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Woodplc,,Yes,'23-262'
3,0,55,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,WSP Canada Inc.,,Yes,'23-262'
3,0,56,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Laura Killam Architecture,,No,'23-262'
3,0,57,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Associated Engineering (B.C.) Ltd.,,No,'23-262'
3,0,58,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Causeway Consulting Inc.,,No,'23-262'
3,0,59,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,GM BluePlan Engineering Limited,,No,'23-262'
3,0,60,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Hudson Optimization Consulting,,No,'23-262'
3,0,61,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,ic Infrastructure Corporation,,No,'23-262'
3,0,62,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Inexertus Integrated Project Management Inc.,,No,'23-262'
3,0,63,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Inform Energy Solutions Corporation,,No,'23-262'
3,0,64,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Leading EPC Consultants Inc.,,No,'23-262'
3,0,65,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,MEMAR Value Strategies Inc.,,No,'23-262'
3,0,66,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Monica B. Emelko,,No,'23-262'
3,0,67,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Neda Roohnia Landscape Design,,No,'23-262'
3,0,68,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Sanjeev Malushte (Sole Proprietor),,No,'23-262'
3,0,69,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,Skylark Management Corp.,,No,'23-262'
3,0,70,ACCEPTED,7,OK,23-262,RFP,Infrastructure Project Advisory Consulting Services,4-Feb-25,"TerraFauna Wildlife Consulting, Inc",,No,'23-262'
3,0,71,ACCEPTED,7,OK,23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Pomerleau Inc.,"$ 2 00,000",Yes,'23-155'
4,0,1,ACCEPTED,7,OK,23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Maple Reinders Constructors Ltd.,,No,'23-155'
4,0,2,ACCEPTED,7,OK,23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Graham Infrastructure LP,,No,'23-155'
4,0,3,ACCEPTED,7,OK,23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,Kenaidan Contracting Ltd.,,No,'23-155'
4,0,4,ACCEPTED,7,OK,23-155,RFP,Construction Services for Newton Pump Station No.2 - Early Works Services,5-Feb-25,North America Construction (1993) Ltd.,,No,'23-155'
4,0,5,ACCEPTED,7,OK,24-169,RFP,"Supply and Delivery of Peracetic Acid Solution, Dosage System, Equipment Maintenance and Technical Services",5-Feb-25,USP Technologies Canada ULC,"$ 1 ,300,000",Yes,'24-169'
